Name;Insertions;Deletions;Fitness
A;1;1;0.95
AA;0;0;1.00
AAA;0;0;1.00
AB;0;0;1.00
ABA;0;0;1.00
AC;0;0;1.00
ACA;0;0;1.00
AD;0;3;0.95
ADA;0;0;1.00
AE;0;0;1.00
AEA;0;0;1.00
AF;1;1;0.94
AFA;0;0;1.00
AG;1;1;0.80
AGA;0;0;1.00
AH;0;0;1.00
AHA;0;0;1.00
AI;0;0;1.00
AIA;0;0;1.00
AJ;0;0;1.00
AJA;2;1;0.73
AK;0;0;1.00
AKA;2;0;0.75
AL;0;0;1.00
ALA;0;0;1.00
AM;0;0;1.00
AMA;0;0;1.00
AN;0;0;1.00
ANA;0;0;1.00
AO;1;0;0.93
AP;0;0;1.00
AQ;0;0;1.00
AR;0;0;1.00
AS;0;3;0.93
AT;0;0;1.00
AU;0;0;1.00
AV;2;1;0.86
AW;0;0;1.00
AX;0;0;1.00
AY;0;0;1.00
AZ;0;0;1.00
B;1;0;0.96
BA;0;0;1.00
BAA;0;0;1.00
BB;0;0;1.00
BBA;0;0;1.00
BC;0;0;1.00
BCA;0;2;0.94
BD;0;0;1.00
BDA;0;0;1.00
BE;0;0;1.00
BEA;3;2;0.71
BF;0;0;1.00
BFA;0;3;0.92
BG;0;0;1.00
BGA;1;1;0.92
BH;0;1;0.97
BHA;0;0;1.00
BI;1;0;0.95
BIA;0;7;0.89
BJ;0;2;0.95
BJA;0;1;0.97
BK;0;0;1.00
BKA;0;0;1.00
BL;0;1;0.95
BLA;0;0;1.00
BM;1;0;0.95
BMA;0;0;1.00
BN;0;0;1.00
BNA;0;0;1.00
BO;0;0;1.00
BP;0;1;0.98
BQ;0;0;1.00
BR;0;0;1.00
BS;0;0;1.00
BT;0;0;1.00
BU;0;0;1.00
BV;0;0;1.00
BW;0;2;0.95
BX;0;0;1.00
BY;0;0;1.00
BZ;0;0;1.00
C;0;0;1.00
CA;0;0;1.00
CAA;0;1;0.93
CB;0;0;1.00
CBA;0;3;0.92
CC;0;0;1.00
CCA;0;0;1.00
CD;0;0;1.00
CDA;2;0;0.75
CE;0;0;1.00
CEA;0;0;1.00
CF;0;0;1.00
CFA;0;0;1.00
CG;0;0;1.00
CGA;0;0;1.00
CH;0;0;1.00
CHA;0;0;1.00
CI;0;0;1.00
CIA;0;0;1.00
CJ;0;4;0.91
CJA;0;0;1.00
CK;0;0;1.00
CKA;0;1;0.97
CL;1;0;0.89
CLA;1;0;0.94
CM;0;0;1.00
CMA;0;0;1.00
CN;0;0;1.00
CNA;0;0;1.00
CO;2;1;0.82
CP;0;0;1.00
CQ;1;1;0.92
CR;0;0;1.00
CS;0;0;1.00
CT;0;0;1.00
CU;0;0;1.00
CV;0;0;1.00
CW;1;1;0.93
CX;0;0;1.00
CY;0;3;0.95
CZ;0;7;0.90
D;0;0;1.00
DA;0;0;1.00
DAA;0;0;1.00
DB;0;0;1.00
DBA;0;0;1.00
DC;0;0;1.00
DCA;0;0;1.00
DD;0;0;1.00
DDA;0;0;1.00
DE;0;0;1.00
DEA;0;0;1.00
DF;1;0;0.91
DFA;0;0;1.00
DG;0;0;1.00
DGA;0;0;1.00
DH;0;0;1.00
DHA;0;0;1.00
DI;0;0;1.00
DIA;0;0;1.00
DJ;0;2;0.95
DJA;0;0;1.00
DK;1;1;0.92
DKA;0;0;1.00
DL;0;0;1.00
DLA;1;0;0.94
DM;1;0;0.94
DMA;2;0;0.75
DN;0;0;1.00
DNA;0;0;1.00
DO;0;0;1.00
DP;0;0;1.00
DQ;0;0;1.00
DR;0;0;1.00
DS;0;1;0.97
DT;0;0;1.00
DU;0;0;1.00
DV;0;0;1.00
DW;0;0;1.00
DX;1;2;0.88
DY;0;0;1.00
DZ;0;5;0.92
E;0;0;1.00
EA;0;0;1.00
EAA;0;0;1.00
EB;0;0;1.00
EBA;0;0;1.00
EC;0;0;1.00
ECA;0;1;0.97
ED;0;2;0.97
EDA;0;0;1.00
EE;0;0;1.00
EEA;0;0;1.00
EF;1;1;0.93
EFA;0;0;1.00
EG;1;0;0.91
EGA;0;0;1.00
EH;0;0;1.00
EHA;0;4;0.93
EI;0;0;1.00
EIA;0;0;1.00
EJ;0;0;1.00
EJA;2;1;0.84
EK;0;2;0.95
EKA;0;0;1.00
EL;0;0;1.00
ELA;0;1;0.97
EM;0;3;0.95
EMA;0;0;1.00
EN;0;0;1.00
ENA;0;0;1.00
EO;0;0;1.00
EP;0;0;1.00
EQ;0;0;1.00
ER;0;0;1.00
ES;0;5;0.95
ET;0;0;1.00
EU;0;0;1.00
EV;0;0;1.00
EW;0;0;1.00
EX;0;3;0.93
EY;0;0;1.00
EZ;0;0;1.00
F;0;0;1.00
FA;1;0;0.94
FAA;0;0;1.00
FB;0;0;1.00
FBA;0;0;1.00
FC;0;0;1.00
FCA;0;0;1.00
FD;0;0;1.00
FDA;0;0;1.00
FE;0;0;1.00
FEA;1;0;0.95
FF;0;0;1.00
FFA;2;0;0.75
FG;0;0;1.00
FGA;0;0;1.00
FH;0;0;1.00
FHA;0;0;1.00
FI;0;0;1.00
FIA;0;1;0.96
FJ;0;0;1.00
FJA;0;0;1.00
FK;0;0;1.00
FKA;0;0;1.00
FL;0;0;1.00
FLA;1;0;0.91
FM;1;1;0.94
FMA;2;2;0.85
FN;0;3;0.93
FNA;0;0;1.00
FO;1;5;0.88
FP;0;0;1.00
FQ;1;0;0.94
FR;0;0;1.00
FS;0;0;1.00
FT;0;6;0.91
FU;0;0;1.00
FV;0;0;1.00
FW;0;0;1.00
FX;0;0;1.00
FY;0;0;1.00
FZ;0;0;1.00
G;0;0;1.00
GA;0;0;1.00
GAA;0;0;1.00
GB;1;1;0.92
GBA;0;0;1.00
GC;0;0;1.00
GCA;0;0;1.00
GD;0;0;1.00
GDA;0;0;1.00
GE;0;0;1.00
GEA;0;0;1.00
GF;0;7;0.94
GFA;0;0;1.00
GG;0;0;1.00
GGA;0;0;1.00
GH;1;0;0.94
GHA;0;0;1.00
GI;0;1;0.96
GIA;0;0;1.00
GJ;0;2;0.95
GJA;0;0;1.00
GK;0;6;0.96
GKA;0;0;1.00
GL;0;0;1.00
GLA;0;0;1.00
GM;0;0;1.00
GMA;0;0;1.00
GN;0;4;0.95
GNA;0;4;0.91
GO;0;1;0.97
GP;1;0;0.95
GQ;0;0;1.00
GR;0;0;1.00
GS;0;0;1.00
GT;0;0;1.00
GU;0;0;1.00
GV;0;0;1.00
GW;1;3;0.80
GX;1;1;0.93
GY;0;0;1.00
GZ;0;0;1.00
H;0;0;1.00
HA;0;0;1.00
HAA;0;1;0.98
HB;0;0;1.00
HBA;0;0;1.00
HC;0;0;1.00
HCA;0;0;1.00
HD;0;7;0.88
HDA;0;0;1.00
HE;0;0;1.00
HEA;0;0;1.00
HF;0;0;1.00
HFA;0;0;1.00
HG;0;0;1.00
HGA;0;0;1.00
HH;0;0;1.00
HHA;0;0;1.00
HI;0;0;1.00
HIA;0;0;1.00
HJ;0;0;1.00
HJA;0;0;1.00
HK;0;0;1.00
HKA;0;0;1.00
HL;0;0;1.00
HLA;0;0;1.00
HM;0;2;0.93
HMA;2;0;0.75
HN;0;0;1.00
HNA;0;4;0.93
HO;0;0;1.00
HP;0;0;1.00
HQ;0;0;1.00
HR;0;0;1.00
HS;0;7;0.92
HT;0;0;1.00
HU;2;0;0.75
HV;1;1;0.94
HW;0;1;0.91
HX;0;0;1.00
HY;0;0;1.00
HZ;0;1;0.98
I;0;0;1.00
IA;0;1;0.93
IAA;0;0;1.00
IB;1;1;0.93
IBA;0;0;1.00
IC;1;1;0.92
ICA;0;0;1.00
ID;2;0;0.75
IDA;0;0;1.00
IE;0;0;1.00
IEA;0;1;0.96
IF;0;2;0.94
IFA;0;0;1.00
IG;0;0;1.00
IGA;0;0;1.00
IH;0;1;0.97
IHA;0;0;1.00
II;0;0;1.00
IIA;0;0;1.00
IJ;0;1;0.97
IJA;0;0;1.00
IK;0;0;1.00
IKA;1;0;0.94
IL;0;0;1.00
ILA;0;0;1.00
IM;1;4;0.93
IMA;1;0;0.91
IN;0;0;1.00
INA;2;0;0.75
IO;0;0;1.00
IP;0;0;1.00
IQ;0;0;1.00
IR;0;1;0.94
IS;0;0;1.00
IT;0;0;1.00
IU;0;0;1.00
IV;1;0;0.94
IW;0;1;0.96
IX;0;0;1.00
IY;0;0;1.00
IZ;0;0;1.00
J;0;0;1.00
JA;1;1;0.93
JAA;0;0;1.00
JB;0;0;1.00
JBA;1;0;0.94
JC;0;0;1.00
JCA;0;0;1.00
JD;1;1;0.93
JDA;1;0;0.94
JE;0;0;1.00
JEA;0;0;1.00
JF;0;0;1.00
JFA;0;0;1.00
JG;0;0;1.00
JGA;0;0;1.00
JH;1;1;0.92
JHA;1;0;0.93
JI;0;0;1.00
JIA;0;2;0.88
JJ;0;0;1.00
JJA;0;0;1.00
JK;0;9;0.83
JKA;0;0;1.00
JL;0;0;1.00
JLA;0;0;1.00
JM;0;0;1.00
JMA;1;1;0.94
JN;0;0;1.00
JNA;2;0;0.75
JO;0;0;1.00
JP;0;0;1.00
JQ;0;0;1.00
JR;0;0;1.00
JS;0;0;1.00
JT;0;0;1.00
JU;1;1;0.94
JV;0;0;1.00
JW;0;0;1.00
JX;0;2;0.94
JY;0;0;1.00
JZ;0;0;1.00
K;0;0;1.00
KA;0;0;1.00
KAA;2;0;0.83
KB;0;0;1.00
KBA;0;0;1.00
KC;0;0;1.00
KCA;0;1;0.95
KD;1;2;0.91
KDA;2;0;0.75
KE;0;0;1.00
KEA;0;0;1.00
KF;0;0;1.00
KFA;0;0;1.00
KG;0;2;0.93
KGA;0;0;1.00
KH;0;0;1.00
KHA;0;1;0.95
KI;0;0;1.00
KIA;0;0;1.00
KJ;0;0;1.00
KJA;2;2;0.60
KK;0;0;1.00
KKA;0;0;1.00
KL;1;0;0.91
KLA;0;0;1.00
KM;0;50;0.83
KMA;0;0;1.00
KN;0;2;0.92
KNA;0;0;1.00
KO;0;0;1.00
KP;1;1;0.90
KQ;0;0;1.00
KR;0;0;1.00
KS;0;0;1.00
KT;0;0;1.00
KU;0;0;1.00
KV;1;0;0.94
KW;0;0;1.00
KX;2;6;0.86
KY;0;0;1.00
KZ;0;2;0.94
L;0;0;1.00
LA;0;0;1.00
LAA;0;0;1.00
LB;0;0;1.00
LBA;0;0;1.00
LC;0;0;1.00
LCA;0;0;1.00
LD;0;0;1.00
LDA;0;0;1.00
LE;0;0;1.00
LEA;0;2;0.97
LF;0;0;1.00
LFA;0;0;1.00
LG;0;9;0.88
LGA;2;1;0.84
LH;0;0;1.00
LHA;0;0;1.00
LI;0;0;1.00
LIA;0;2;0.97
LJ;0;3;0.95
LJA;0;0;1.00
LK;0;0;1.00
LKA;0;0;1.00
LL;0;0;1.00
LLA;0;0;1.00
LM;0;3;0.96
LMA;1;0;0.92
LN;0;0;1.00
LNA;2;0;0.75
LO;0;0;1.00
LP;1;1;0.95
LQ;0;1;0.98
LR;0;0;1.00
LS;0;0;1.00
LT;1;5;0.89
LU;0;0;1.00
LV;0;0;1.00
LW;0;2;0.93
LX;0;1;0.96
LY;2;0;0.75
LZ;1;5;0.84
M;2;0;0.75
MA;0;0;1.00
MAA;0;0;1.00
MB;2;0;0.75
MBA;0;0;1.00
MC;0;0;1.00
MCA;0;0;1.00
MD;0;0;1.00
MDA;0;1;0.96
ME;0;0;1.00
MEA;0;0;1.00
MF;2;0;0.75
MFA;0;0;1.00
MG;0;0;1.00
MGA;0;0;1.00
MH;0;0;1.00
MHA;0;0;1.00
MI;0;0;1.00
MIA;0;0;1.00
MJ;0;0;1.00
MJA;0;0;1.00
MK;0;1;0.98
MKA;0;11;0.88
ML;0;2;0.96
MLA;0;0;1.00
MM;0;0;1.00
MMA;1;0;0.94
MN;0;6;0.90
MO;1;0;0.95
MP;0;2;0.95
MQ;0;0;1.00
MR;0;1;0.96
MS;0;1;0.97
MT;1;0;0.96
MU;0;0;1.00
MV;0;0;1.00
MW;0;1;0.98
MX;0;0;1.00
MY;0;0;1.00
MZ;0;0;1.00
N;0;0;1.00
NA;0;0;1.00
NAA;2;0;0.75
NB;0;0;1.00
NBA;0;0;1.00
NC;0;0;1.00
NCA;0;1;0.97
ND;0;0;1.00
NDA;0;0;1.00
NE;0;0;1.00
NEA;0;3;0.97
NF;0;0;1.00
NFA;0;0;1.00
NG;0;0;1.00
NGA;0;31;0.91
NH;0;0;1.00
NHA;0;0;1.00
NI;0;0;1.00
NIA;0;0;1.00
NJ;0;0;1.00
NJA;0;1;0.97
NK;0;0;1.00
NKA;1;0;0.95
NL;0;0;1.00
NLA;0;0;1.00
NM;0;0;1.00
NMA;0;2;0.95
NN;0;0;1.00
NO;0;0;1.00
NP;0;0;1.00
NQ;0;0;1.00
NR;0;0;1.00
NS;0;0;1.00
NT;0;0;1.00
NU;0;0;1.00
NV;0;1;0.95
NW;0;0;1.00
NX;0;0;1.00
NY;0;0;1.00
NZ;0;16;0.85
O;0;0;1.00
OA;0;0;1.00
OAA;0;7;0.90
OB;0;0;1.00
OBA;0;0;1.00
OC;0;1;0.98
OCA;0;0;1.00
OD;1;36;0.82
ODA;0;0;1.00
OE;2;0;0.75
OEA;0;0;1.00
OF;2;0;0.75
OFA;2;1;0.80
OG;0;0;1.00
OGA;0;0;1.00
OH;0;0;1.00
OHA;0;0;1.00
OI;0;0;1.00
OIA;0;0;1.00
OJ;1;3;0.91
OJA;2;0;0.75
OK;0;0;1.00
OKA;0;0;1.00
OL;0;0;1.00
OLA;0;0;1.00
OM;0;0;1.00
OMA;1;4;0.90
ON;0;0;1.00
OO;0;0;1.00
OP;0;0;1.00
OQ;0;0;1.00
OR;0;2;0.95
OS;0;0;1.00
OT;0;0;1.00
OU;1;1;0.93
OV;1;0;0.95
OW;0;0;1.00
OX;0;0;1.00
OY;0;0;1.00
OZ;0;0;1.00
P;2;0;0.75
PA;0;0;1.00
PAA;0;0;1.00
PB;0;0;1.00
PBA;0;0;1.00
PC;0;0;1.00
PCA;0;0;1.00
PD;1;1;0.89
PDA;0;0;1.00
PE;0;0;1.00
PEA;0;0;1.00
PF;0;0;1.00
PFA;0;2;0.95
PG;1;1;0.92
PGA;0;3;0.93
PH;2;1;0.82
PHA;0;0;1.00
PI;0;0;1.00
PIA;0;4;0.95
PJ;0;1;0.97
PJA;0;0;1.00
PK;0;0;1.00
PKA;0;0;1.00
PL;2;1;0.77
PLA;0;0;1.00
PM;1;0;0.94
PMA;0;0;1.00
PN;0;1;0.91
PO;0;0;1.00
PP;0;0;1.00
PQ;2;0;0.83
PR;0;0;1.00
PS;0;0;1.00
PT;0;0;1.00
PU;0;0;1.00
PV;0;0;1.00
PW;0;0;1.00
PX;0;0;1.00
PY;0;0;1.00
PZ;0;0;1.00
Q;2;0;0.75
QA;0;0;1.00
QAA;0;0;1.00
QB;0;0;1.00
QBA;0;3;0.95
QC;0;0;1.00
QCA;0;0;1.00
QD;0;0;1.00
QDA;0;0;1.00
QE;0;0;1.00
QEA;2;1;0.80
QF;0;0;1.00
QFA;0;0;1.00
QG;0;0;1.00
QGA;0;0;1.00
QH;0;3;0.93
QHA;0;0;1.00
QI;0;0;1.00
QIA;0;0;1.00
QJ;0;0;1.00
QJA;1;1;0.89
QK;0;2;0.93
QKA;0;0;1.00
QL;0;0;1.00
QLA;2;1;0.80
QM;0;0;1.00
QMA;1;1;0.94
QN;0;0;1.00
QO;0;0;1.00
QP;0;0;1.00
QQ;0;0;1.00
QR;0;0;1.00
QS;0;0;1.00
QT;0;0;1.00
QU;0;0;1.00
QV;0;0;1.00
QW;0;0;1.00
QX;0;3;0.95
QY;1;1;0.92
QZ;0;0;1.00
R;0;0;1.00
RA;2;0;0.75
RAA;0;0;1.00
RB;0;0;1.00
RBA;0;0;1.00
RC;0;0;1.00
RCA;0;0;1.00
RD;0;0;1.00
RDA;0;0;1.00
RE;0;0;1.00
REA;0;0;1.00
RF;0;0;1.00
RFA;0;1;0.95
RG;0;0;1.00
RGA;0;0;1.00
RH;1;0;0.91
RHA;0;0;1.00
RI;0;0;1.00
RIA;0;0;1.00
RJ;0;0;1.00
RJA;0;0;1.00
RK;0;0;1.00
RKA;0;0;1.00
RL;0;0;1.00
RLA;0;0;1.00
RM;1;0;0.93
RN;0;0;1.00
RO;1;2;0.91
RP;0;0;1.00
RQ;0;0;1.00
RR;0;1;0.95
RS;0;0;1.00
RT;0;0;1.00
RU;0;5;0.92
RV;2;0;0.75
RW;0;0;1.00
RX;0;0;1.00
RY;0;2;0.95
RZ;0;0;1.00
S;0;0;1.00
SA;0;0;1.00
SAA;0;0;1.00
SB;0;0;1.00
SBA;0;0;1.00
SC;0;0;1.00
SCA;0;1;0.97
SD;0;0;1.00
SDA;0;0;1.00
SE;0;0;1.00
SEA;0;0;1.00
SF;1;0;0.96
SFA;0;1;0.97
SG;1;0;0.91
SGA;0;1;0.97
SH;0;0;1.00
SHA;0;0;1.00
SI;0;0;1.00
SIA;2;1;0.82
SJ;0;0;1.00
SJA;0;0;1.00
SK;0;0;1.00
SKA;2;0;0.75
SL;0;0;1.00
SLA;0;0;1.00
SM;0;5;0.93
SMA;0;0;1.00
SN;0;0;1.00
SO;0;0;1.00
SP;2;0;0.75
SQ;0;0;1.00
SR;0;0;1.00
SS;0;0;1.00
ST;0;0;1.00
SU;0;0;1.00
SV;0;0;1.00
SW;0;1;0.97
SX;0;0;1.00
SY;0;0;1.00
SZ;2;1;0.82
T;0;0;1.00
TA;0;0;1.00
TAA;0;0;1.00
TB;0;0;1.00
TBA;0;0;1.00
TC;0;4;0.91
TCA;0;0;1.00
TD;0;1;0.97
TDA;0;0;1.00
TE;1;0;0.91
TEA;0;0;1.00
TF;0;0;1.00
TFA;1;0;0.92
TG;0;0;1.00
TGA;0;0;1.00
TH;1;0;0.96
THA;1;1;0.92
TI;0;0;1.00
TIA;0;0;1.00
TJ;0;1;0.97
TJA;0;0;1.00
TK;0;0;1.00
TKA;0;0;1.00
TL;0;0;1.00
TLA;0;0;1.00
TM;0;0;1.00
TMA;0;0;1.00
TN;0;3;0.94
TO;0;10;0.83
TP;0;0;1.00
TQ;0;0;1.00
TR;0;0;1.00
TS;0;0;1.00
TT;0;0;1.00
TU;0;0;1.00
TV;0;0;1.00
TW;0;0;1.00
TX;0;0;1.00
TY;2;0;0.75
TZ;0;0;1.00
U;0;0;1.00
UA;0;0;1.00
UAA;0;0;1.00
UB;0;0;1.00
UBA;0;0;1.00
UC;0;5;0.92
UCA;0;0;1.00
UD;0;0;1.00
UDA;0;2;0.97
UE;0;0;1.00
UEA;2;0;0.75
UF;0;4;0.93
UFA;1;0;0.94
UG;0;0;1.00
UGA;0;0;1.00
UH;2;0;0.75
UHA;0;0;1.00
UI;0;0;1.00
UIA;1;1;0.92
UJ;0;0;1.00
UJA;0;0;1.00
UK;0;0;1.00
UKA;0;1;0.97
UL;2;1;0.80
ULA;0;1;0.97
UM;1;0;0.95
UMA;0;2;0.92
UN;0;0;1.00
UO;0;0;1.00
UP;0;0;1.00
UQ;0;0;1.00
UR;0;0;1.00
US;0;0;1.00
UT;1;1;0.92
UU;1;0;0.92
UV;0;0;1.00
UW;0;1;0.96
UX;0;0;1.00
UY;2;1;0.84
UZ;0;0;1.00
V;0;2;0.95
VA;0;0;1.00
VAA;0;1;0.97
VB;0;0;1.00
VBA;1;0;0.91
VC;0;0;1.00
VCA;0;0;1.00
VD;2;1;0.87
VDA;0;0;1.00
VE;0;2;0.94
VEA;0;0;1.00
VF;0;0;1.00
VFA;0;0;1.00
VG;0;0;1.00
VGA;1;0;0.94
VH;0;0;1.00
VHA;0;0;1.00
VI;0;0;1.00
VIA;0;5;0.93
VJ;0;0;1.00
VJA;2;0;0.75
VK;0;1;0.97
VKA;0;0;1.00
VL;0;0;1.00
VLA;0;0;1.00
VM;0;0;1.00
VMA;2;0;0.75
VN;0;2;0.96
VO;0;1;0.98
VP;0;0;1.00
VQ;0;0;1.00
VR;1;1;0.94
VS;0;0;1.00
VT;0;1;0.97
VU;0;0;1.00
VV;0;0;1.00
VW;1;1;0.93
VX;0;0;1.00
VY;0;0;1.00
VZ;0;0;1.00
W;0;0;1.00
WA;1;0;0.94
WAA;0;1;0.96
WB;0;0;1.00
WBA;0;0;1.00
WC;0;1;0.96
WCA;0;1;0.97
WD;2;0;0.75
WDA;0;2;0.97
WE;0;2;0.94
WEA;0;0;1.00
WF;0;1;0.98
WFA;0;0;1.00
WG;0;0;1.00
WGA;0;5;0.93
WH;0;0;1.00
WHA;0;0;1.00
WI;0;0;1.00
WIA;1;0;0.91
WJA;0;1;0.97
WK;2;2;0.75
WKA;0;1;0.97
WL;1;2;0.82
WLA;0;0;1.00
WM;0;0;1.00
WMA;0;0;1.00
WN;0;0;1.00
WO;0;1;0.97
WP;0;0;1.00
WQ;0;0;1.00
WR;0;3;0.91
WS;0;0;1.00
WT;0;0;1.00
WU;0;2;0.94
WV;0;0;1.00
WW;0;1;0.97
WX;0;0;1.00
WY;2;0;0.75
WZ;0;0;1.00
X;0;0;1.00
XA;2;0;0.75
XAA;1;1;0.92
XB;0;0;1.00
XBA;0;4;0.92
XC;0;0;1.00
XCA;0;3;0.96
XD;0;1;0.95
XDA;0;0;1.00
XE;0;0;1.00
XEA;0;0;1.00
XF;0;0;1.00
XFA;0;1;0.97
XG;0;0;1.00
XGA;1;1;0.93
XH;0;0;1.00
XHA;0;0;1.00
XI;0;7;0.90
XIA;0;0;1.00
XJ;0;0;1.00
XJA;0;0;1.00
XK;0;0;1.00
XKA;0;0;1.00
XL;0;0;1.00
XLA;0;0;1.00
XM;0;0;1.00
XMA;2;0;0.75
XN;1;1;0.94
XO;0;0;1.00
XP;0;0;1.00
XQ;0;0;1.00
XR;2;1;0.77
XS;0;0;1.00
XT;0;0;1.00
XU;0;0;1.00
XV;1;0;0.94
XW;0;0;1.00
XX;0;2;0.91
XY;0;0;1.00
XZ;0;2;0.93
Y;0;0;1.00
YA;0;0;1.00
YAA;0;0;1.00
YB;0;0;1.00
YBA;0;0;1.00
YC;1;2;0.82
YCA;0;0;1.00
YD;0;0;1.00
YDA;0;0;1.00
YE;0;0;1.00
YEA;0;0;1.00
YF;0;3;0.95
YFA;0;0;1.00
YG;0;0;1.00
YGA;0;0;1.00
YH;0;0;1.00
YHA;0;0;1.00
YI;0;0;1.00
YIA;0;2;0.98
YJ;0;0;1.00
YJA;1;1;0.92
YK;0;0;1.00
YKA;0;0;1.00
YL;0;0;1.00
YLA;0;9;0.92
YM;0;1;0.96
YMA;0;0;1.00
YN;3;2;0.67
YO;0;0;1.00
YP;0;1;0.98
YQ;0;0;1.00
YR;0;0;1.00
YS;0;1;0.98
YT;0;0;1.00
YU;2;0;0.75
YV;0;0;1.00
YW;0;0;1.00
YX;0;25;0.83
YY;0;3;0.92
YZ;0;1;0.97
Z;0;0;1.00
ZA;0;0;1.00
ZAA;0;0;1.00
ZB;0;0;1.00
ZBA;1;0;0.96
ZC;2;2;0.80
ZCA;0;0;1.00
ZD;0;0;1.00
ZDA;0;1;0.97
ZE;0;0;1.00
ZEA;0;1;0.97
ZF;0;0;1.00
ZFA;0;0;1.00
ZG;0;0;1.00
ZGA;0;0;1.00
ZH;0;0;1.00
ZHA;0;3;0.94
ZI;0;0;1.00
ZIA;0;0;1.00
ZJ;0;0;1.00
ZJA;0;0;1.00
ZK;0;0;1.00
ZKA;0;1;0.97
ZL;0;0;1.00
ZLA;0;0;1.00
ZM;0;0;1.00
ZMA;0;12;0.90
ZN;0;0;1.00
ZO;0;0;1.00
ZP;1;1;0.92
ZQ;0;0;1.00
ZR;0;0;1.00
ZS;0;0;1.00
ZT;0;0;1.00
ZU;0;0;1.00
ZV;0;0;1.00
ZW;0;0;1.00
ZX;0;0;1.00
ZY;0;0;1.00
ZZ;0;0;1.00
